,Review,Rating
11649,"terrible customer service reviewers clearly hired hotel, things good hotel aveda products big mirror, inexperienced unprofessional staff treat guests terribly, talked guests similar opinion,  ",2
11656,"hotel needs restaurant based reviews tripadvisor just got spring break weekend watertown hotel.the hotel good accommodation price, complaint lack restaurants close, closest fairly long blocks uphill it__Ç_é_ not neighborhood people really comfortable walking night, want kind variety drive, spent frustrating minuets trying ivor__Ç_é_ good directions provided hotel, driving lost i5 bridge night not idea fun, breakfast provided continental, want real breakfast drive.i i__Ç_é going looking hotel better eating choices,  ",2
11661,"stay away hotel located strange location, it__Ç_é_ not close, hotel does provide shuttle local restaurants, desk completely unhelpful needs training, hotel staff acted like control, air-conditioning room did not work, asked new room said sorry, told checking did room sold-out hotel, beds old uncomfortable, breakfast area not large hotel no place sit, plus 9am, won__Ç_é_ stay hotel,  ",1
11664,"bad place stayed hotel 29-31 january extremely disgusted hotel general, reviewer mentioned woman purse robbed breakfast, table did not anybody near table numerous cleaning staff walking believed taken purse according woman contained 2,000 usd, hotel closed circuit security video shown desk camera not functioning day displayed breakfast area, cameras working fine, believe robbery clearly inside job, staff unhelpful woman husband appeared nearly heart attack check-in staff did not concern, problems early check-in hotel staff told room check secure laptop placed closet, later room ready retrieved bags literally yelled left laptop not responsible broken, woman literally fun coworker told inside closet place, add beds room gross stains bed linens hair kitchen sink sofa torn bathroom sink did not function, hardly staff speak english good luck trying communicate, no restaurant dinner inside hotel offer shuttle numerous places, placed order roadhouse grill published restaurants serviced courtesy bus asked taken pick plenty notice not rush given rude look driver courtesy van did not want explaining saying spanish obliged, hotel seriously terrible, stay nor suggest anybody does, stay radisson street sleep outside hotel safer opinion, better hotel stays trips india remote areas china, best luck hotel choose stay, dont valuables swiped staff,  ",1
11669,"not stay, not repeat not stay hotel, far worst hotel seen life not consider picky, hallways smelled like urine, room musty smell carpet dirty bedspread bleach stains, taps bathroom caked dirt, not stay night moved hotel, trust worth spending money staying expensive hotel peace mind,  ",1
11670,"disgusting, wow, right not worth saying ca n't bad, college student place sick stomach, q-tips hallway bugs room roof looked like going blow away second, 40 cab ride airport 50 port following day no friday port runs period, true staff kept repeating ramada door phone book, left embassy suites sucked money worth penny leave days inn,  ",1
11671,"favor stay, honestly folks not type person write things heed warning stay, reasons travelled lot day far worst hotel experience, free shuttle airport hour late, called hotel twice status check times desk attendant hung driver drove like absolute maniac no exagerration probably worst miami late night not good picture incoming guests.as expected got hotel shares property ramada door does not pool onsite despite shown websites service nothing brutal, rude short disgusted pre-booked reservation, no time did feel safe let comfortable.when opened door hotel room dank scent must/mildew overcame senses, turned lights bathroom counters stained dead bug carcasses live insects various sorts crawling countertop, sheets dirty air conditioner loud lock outside sliding glass door yes checked locks indicative level safety felt fledgling best.we went cruise following day unfortunately reservations hotel return pre-booked, honestly money eaten cost gone went virtually situation 4th floor, filthy footprints bathroom no bugs time relief bit better smell bit louder air conditioner bit better service place repeat,  ",1
11674,"hated experience horrible reservation triple room double room got told rooms floor no elevator no help went approximately 100 steps time got floor breath opend door rooms completely upset single room no air no working tv no working phone no soap no towels smelled terrible 100 steps phone not working let know not rooms ordered, told sold day better room night horrible bed small person not people, changed rooms day ok think 2nd floor did not 100 steps, rooms small nothing working, say 3 star hotel believe 0 star compliment like stay near il duomo sleeping outdoors comfortable sleeping awful place thing infested moskitos, went doors beautiful hotel pricing rooms told la gioconda shame shame owner la gioconda steeling money tourists,  ",1
11676,"subpar hotel rude staff damaged car stayed hotel gioconda days, time staff rude unhelpful room not par amenities promised not delivered, asked directions locations florence given factually incorrect information hotel staff, no in-room safe hotel turn keys desk left morning, adding concern came early staff inexplicably taken room key no longer desk search room, fortunately nothing stolen unsettling.to got car garage flat tire did not dropped, desk staff reluctant let use house phone rental agency rome finally relented, people garage changed tire donut no sort apology attempt fix probelm did not tell checked fixed heading location fortunate not leaving italy day delayed hours.do not stay hotel,  ",1
11678,"not great good bad points 5 minutes walk away red light district dam square, bad no lift stayed room 19 hotel 8 flights stairs, absolute disaster trying especially luggage, carpet hotel not cleanest sting city tax credit card charges prepared church street bell rings constantly, annoying, advice able walk stairs,  ",2
11680,"hotel lovely area exploring city read reviews poor booking intrepidation entered hotel, feel sympathise comments, hotel lovely position exploring amsterdam canalled road prettily framed church end, hotel inside looked like quite splendid looks tired worn need face lift, carpets quite threadbare furniture worn places broken bathroom fittings need replacement, travelled party 4 adults staying 3 nights, rooms no.s 89 given 1st night unacceptable quite shabby small no tables drawers storage tiny shower room/toilet multitude mirrors, female staff reception sympathetic helpful moving alternative rooms usually reserved 4 persons 2nd 3rd nights room no.s 1 11 rooms better- room better facilities, rooms sheets spotlessly clean towels, breakfasts fine cereals toast cold meats cheese bacon scrambled eggs recommend, room night no not couples looking reasonable accomadation price range unless assured larger 4 bedded rooms, stag parties sharing cost larger room think good deal, hotel did not spoil stay amsterdam thoroughly enjoyed lively city,  ",2
11681,"ghost hotel mirrors booked room small office corner straats like romantic relaxing cheap getaways, staff mysterious curious friendly surprisingly spoke language dead language originally skurks molvania.the room mirrors not sides ceilings shape letter v. rembrandtplein brothel, girlfriend spent night finding right spot cracks letter v. fairly clean small tv, hotel gives impression haunted malfunctions doors reflections mirrors 1300 feeling, stairs steep, restaurant fancy restaurant better years confy caffeteria breakfast not bad considering price, gave coupons local attractions wanted charge 50 euros phone calls did, centric close drunk way easily,  ",2
11682,"stay clear, couples went amsterdam weekend trip 2005. couple leave immediately hotel room extremely hot no exaggeration heater not turned windows impossible open, additionally cigarette smoke leaked neighboring room underneath door, couple content room, room radiators hot, managed shut totally stuck, asked reception times help nothing happened.the night terrible heat, day discuss quite intensely receptionist change rooms finally got room turned lot better, returning dinner late evening turned somebody kicked door room stealing laptop pc kept hidden suitcase times, room broken, did somebody know pc stowed away deep suitcase, n't know no safes rooms, possible store valuables reception told manager told weeks ago exact thing happened doors rooms kicked unknown burglars, far accepted no responsibility loss.is positive hotel, sheets clean breakfast ok served calm pleasant breakfast room, location central area quiet no traffic noise, small hotel 15 rooms, hotel ok good rooms, check room credit card details, n't bring valuables,  ",1
11688,"miramar s bluff booked hotwire stayed 8days, thing no parking area small best park street.even thou didn t feel safe.room o.k, better, didn t like beeing 6th floor elevator small kinda scary, breakfast mcdonalds, staff not friendly, think got overcharged, hotel not worth, recommend no don t think, no pool no view better,  ",2
11689,"miss looking reviews expecting decent hotel, taken note comments, difficult reconcile positive comments hotel hotel stayed makes wonder positive comments connected owners far experience hotel name.its not near beach unless near means far, near nothing actually, room smelly n't walk barefeet carpet feet sticking, ughh.avoid,  ",1
11690,"run thought picking cheap hotel save lot, not, couple staff seen rudeness institutionalized place owner support staff, rooms old worn, bathrooms scarily decrepit tiles chipped, thanks god outside did booked rodent nest- stayed outside time expect time sleep better really exhausted,  ",1
11691,"horrible experience not hotel writing review hotel miramar 606 ponce leon avenue san juan, not confuse marriot miramar, reservation priceline received confirmation hotel miramar night prior cruise leaving, arrived hotel 1:30, arrival woman comes street hotel located dark street san juan asks reservations, thought peculiar said yes reservations confirmation room paid priceline, paper confirmation payment record says n't reservation said paid, says no no room, said ok just room pay, thinking sort home says no rooms available taken, taxi driver feels sorry starts hotels room, meantime sitting miramar taxi pulls, people travel packet yep room, meantime taxi driver having difficult time hotel rooms booked san juan, finally calls best western just airline crew cancellation, telling desk clerk experirence miramar hotel said people checked earlier thing happened, hotel miramar unsympathetic totally unresponsive, tell n't awful experience 2 experienced travelers, contacted priceline resolve stay clear place n't want end like did,  ",1
11693,"small step motel 6 definitely not place book looking beach getaway clean place stay, located close supermarket movie theater not immediate vicinity, worse did n't feel safe walk area daylight hours, consolation rooftop sundeck, definitely small step motel room, rooms not clean bed sheets thread bare,  ",1
11707,"over-rated husband just returned 2 week vacation europe nights london luna simone.we travel extensively n't think hotel horrible ca n't believe 10 hotels london.yes hotels europe small, bathroom fine big double room, room tiny old furniture, appeared clean husband covered bites noticed flight home, bed bugs no lift prepared that.the owners staff friendly location convenient, 2 weeks europe weak dollar trying save money, pay, n't stay,  ",2
11746,"read good reviews great expectations hotel reviewers sites raved, experience not good, knew no air conditioning september thought ok not going hot, rainy humid room stifling windows opened crack barred basement, fan not change direction caused draught not use went bed, room really odd shape long narrow quite claustrophobic really, no lifts porterage hump suitcases 4 sets stairs unless lucky 2 rooms saw ground floor, rated place high great bathroom spotlessly clean great breakfast staff helpful, big mistake no cheaper holiday inn express later lift porterage required plus amenities expect holiday inn, properly sized rooms don__Ç_é_ doubt, luna simone long walk nearest tube station, no food available breakfast no bar determine, said big mistake,  ",1
11749,"great disappointment agonized finding moderately-priced decent place briefly stay london blown away positive reviews hotel stunned actual experience comparison, arrival individual checked unfriendly humorless impatient surly helpful, single room 16 floor required hauling luggage steep flights stairs no offer help fellow checking, london london expectations accomodations no experience like entire 16 days scotland moderately-priced guest houses spontaneously offered friendly courtesy assistance not needed room essentially compartment 6 x 12 fairly uncomfortable twin bed well-worn bedding table size small suitcase wooden chair adequate small closet tiny ledge phone lamp bed, room overwhelmingly hot shutting heater possible despite previous review stating window remain open wall fan night despite winter weather outside, altogether not comfortable pretty painful endure stairs 2 weeks strenuous hiking countryside, tiny bathroom not room place personal items good shower plenty pressure no problem hot water, bar soap minimal ammenities listed.the included breakfast average speed service remarkably quick.although first-time visitor london good value stated hard agree,  ",2
11755,"n't stay hot london, misfortune stay london heat wave-33c/92f, small fan not cool room, difficult sleep sweating, prepaid room left day early, nice features hotel reviewers mentioned not offset huge shortcoming hot,  ",2
11773,"n't word rubbish, granted stay brief just left bad taste.i checked late 10pm long train ride, it__Ç_é_ small dark reception keeping theme staff cold terms welcome gave, room given minute nyc standards kind generator industrial ac just outside window noisy 747 view brick wall no foot away, added right opposite lift suffer pinging revellers noisily stumbling night, time checked got cupboard tired argue switch getting early flight point decent establishment cared it__Ç_é_ customers reputation not designated guest room, fit storing cleaning equipment 350 night felt robbed, cap stepped shower 5:15am not pleasantly surprised hot water gone hike, terrible thing place got going it__Ç_é_ slap bang middle midtown manhattan seconds times square attractions area right doorstep, that__Ç_é_ place, staggered seemingly good reviews place got trip advisor, advised it__Ç_é_ no good,  ",1
11825,"not 3 star stayed hotel 2 nights like reviews quite dissapointed, arrived given room smoking room asked non-smoking room, got moved room no 2 awful faced hotel did not extra paid, ask room told no right mini bar extra, luckily printed confirmation sunddenly awkward attitude changed, wait hour room noticed spoke american accent got treat lot respect, world not 4 star hotel did not swimming pool bar closed really early staffs attitude especially nicole rude, lot hotels barcelona cheaper better facilities, shop choice quite wide, tourist bus really good value money port good food think struggle things couple days,  ",2
11826,"big disappointment just come 3 night stay end 2006. booked hotel reading reviews, maybe change managment experience nightmare.we room 711 room like cupboard, way bed tighlty sqeezed, bathroom bigger main room lovely watch spray screen bit bigger did bath, small tv wall mounted flatscreen working, service staff awful didnt listen respond asked, took 8 hours reminders extra clothes hangers, staff poor grasp english things difficult, whilst appreciate country international hotel expect certain level understanding english, did make formal complaint noticed things did improve slightly attitude staff particularly breakfast service, awful mornings, kept waiting seating food running unhelpful good thing thought great location right metro near main places walk comfortably.the choice consider places,  ",1
11831,"definitely not 4 star hotel imprssions good checking given room 111 ridiculously small room not room unpack suitcase mini bar open 15 cm blocked end bed dobble bed wall, sleeping wall need climb, immediately seeing room went reception desk said room unacceptable staying 4 nights, wanted room, surprise informed hotel rooms barcelona small no rooms available fully booked coming 4 nights.basicly no choise hotel room 4 nights paid not getting money hour argueing reception contacting travel agent booked hotel finally informed able room later evening arround 22:30 hrs checked 2:30 afternoon, nice way start long looked forward break, did evening bigger room, staff not helpfull, location hotel great quite alot hotels area definitly look hotel staying, not recommend hotel sure not room 111,  ",1
11832,"smallest hotel room seen, tranferred h10 hotel booked did not mind saw room, seen hotel room small double bed pushed wall dark dismal horrible, rest hotel nice, hardly wanted return room,  ",1
11837,"overrated shabby, price room decent hotel room nice city, king room booked paid not available downgraded single beds insist part-refund, hotel dump old tired shabby does not warrant stars nor value attached, expensive breakfast cheaper hold eat airport, consolation clean,  ",2
11839,"not good booked hotel husband works area just wanted night away kids, time walked problems, booked king size room told floor oh no floor complained told no kingsize rooms available, check time 2.00pm room not available 3.10 offered free cup cofee declined, given free overnight parking bottle champagne did nothing apese bitter taste mouth, type person like paid not given freebies poor service, hotel refurbishment, reception staff nice polite dealing problem occured, not stay hotel,  ",2
11847,"lousy service, stayed week, rooms housekeeping ok. nor provide basic toothbrush, complementary need housekeeping rooms ok.comfy.first day checked double confirmed breakfast week, recept said yes breakfast..all morning came breakfast told breakfast not included rooms.. gave references confirmed no breakfast included.we disappointed confirmed agent day realised recept got wrong, day wasted, not worst no apologies.. nvm.about internet chargeable 0.55 min max 27.50 dayso double confirmed recept max 27.50 day said yes got point.so guess wat billed double.cause n friend got 2 diff laptops not stated based computer.and arrives recept rude kept saying bad u read hahaworst week, amenities good service staff sucks, beware, singaporepps,  ",1
11859,"poor service average room poor customer service long wait check-in check-out times.very small pool.hotel kept credit card accident checking 10am, did n't contact let know, got taxi airport 4pm no credit card, called hotel told forgot tell left, canel card needed catch plane.would not stay,  ",2
11874,"tiny rooms so-so location tourist stayed hotel new year completely, executive room diamond tiny like expect motel 6 hilton, executive lounge packed holiday staff did good job keeping food drinks replenished despite crowds, buffet breakfast downstairs better choice crowds, location not favorite prefer closer circular quay,  ",2
11875,"hilton staff lack attention details stayed hilton sydney close distance train station preferred hotels selected company, great expectation hilton completely shattered visit, mixed reservation similar resides different country, deleted replaced details told did n't make reservation, told correct reservation number fault details completely erased.then in-room breakfast shock, gave wrong tea wrong type bread, open jam jars 2 4 jams opened eaten, complaint immediately compensated plate fresh fruit breakfast fee wavied.i n't think hilton,  ",2
11885,"choose airport hotel busy triparound australia arrived place rudest receptionist, corridors room looked like bombsite no warning room mid decoration.very expensive room service no mini bar.laundry crazy prices.no air gym.room key failed 6 times.airport shuttle driver 2 near misses dropped wrong terminal,  ",1
11886,"good, bad, bad, booked hotel work 3 nights whilst training course near airport, stay time i__Ç_éö stay holiday inn i__Ç_é airport hotel.the good room fresh clean modern looking, facilities worked, bed hard i__Ç_é person likes beds softer suit, amenities nice appreciated having iron ironing board, room quite large too.the bad rooms paper, hear guy room speaking girlfriend phone, hear telling loved him.the hotel located near international terminal, nothing terms shops restaurants limited eating in-house, suffer food allergies heavily processed foods sick time ate hotel it__Ç_é_ obvious food producing coming packets, feeling ill bad food night just wanted simple soup room service got obviously packet french onion soup didn__Ç_é_ add cheese garnish order disguise, revolting.dinner restaurant bit debacle night, note plan eat need reservation unless come early, witnessed tired guests travelled internationally turned away no room dinner, expensive, option paying 2 3 courses, chose 2 soft drink cost 60 meal.breakfast morning continental buffet far better.also note shuttle bus airport fills quite quickly, witnessed people having book cabs airport.the internet access utter rip, 11 1 hour 24 24 hours, chose 1 hour option tried work short space time__Ç br/ staff friendly aren__Ç_é_ sure, i__Ç_é guessing they__Ç_ée recent influx new employees just finding feet.in think better choices it__Ç_é_ ok hotel don__Ç_é_ plan eat it__Ç_é_ couple nights,  ",2
11890,"disappointing 4 star wife stayed night 20 november 2006. hoped relax pending return flight uk, regretably facilities hotel poor swimming pool ok quick dip location overlooking busy road general surroundings not condusive relaxing day sun, gym no better shabby ill equiped, room close needing refurbishment stayed better star rooms bathroom needed upgrading, bath small door draughty sink unit lacked basic shaving light evening buffet not star standard nothing special.overall disappointing experience,  ",2
11894,"n't bother executive lounge booked hotel wotif.com.au husbands birthday, chose executive room access executive lounge, rooms clean beds comfortable, great location, n't bother book executive lounge rooms problems, booked executive level room placed room 1706 not 2 floors stated booking, checked given no information executive lounge look hotel directory, wait 30 minutes luggage delivered room, ring luggage, received no evening turndown night nor bathrobes room, listed items hotel website, wesite states cooktop pans executive room not, stay level closed renovations no spa pool access, stated website, hotel states cocktails available executive lounge, not case staff member set cocktail, no cutlery set evening canapes breakfast, arrived breakfast 9am limited selection left told available, breakfast 10am plates replenished selection 10am breakfast finished, executive lounge 5 star hotel service not good,  ",2
11897,"officially 5 stars 4 star prices 2 star standard rooms looking forward stay visiting bbs oz dissapointed.the rooms date dirty technoligy tv, bad n't good deal like did location perfect starting day ferries, nearby,  ",1
11898,"unfriendly desk staff disappointment marriott sydney habour circular quay, rooms wrong not ready booked paid 8 months advance, booked rooms son-in-law n't room booked rooms expecting important phone, kind rule, staff rude snobbish n't care discomfort, rooms no better refridgerator was'nt cold buy ice pay delivery, location okay certainly was'nt worth price awful treatment clerks mediocre rooms, emma,  ",1
11906,"horrible experience- gave away prepaid room room not ready prepaid executive room w/ view exec floor did not room 4 adults settle small suite w/ king bed 2 roll away beds stuffed cramped room simply gave away room, bunch crap, knew prepaid reserved 3 mos room, prepaid not discount lower grade roomthey ultra busy busy provide type quality service, far away home w/this previous thought quality hotel chainnever trust marriott hotels.com prepayment requirment sucks, alot hotels area stay suggest,  ",1
11915,"book hotel ca n't else., huge disappoinment, good point location.my husband travel quite extensivley honestly 5 star hotel think better hotels, room average, hotel lobby looked somewhat tacky.staff overall unhelpful really not interested, change rooms dirty bathroom loud buzz ac vent noisy sound constant water running wall, fairness offered different room late night opted morning.changed rooms noisy ac fan surprise surprise closet door not close meant light not turn, grill bathroom door lose kept falling loud bang everytime opened closed door.service technican did come fan fixed closet door somewhat fixed grill fixed, 2 days n't bothered anymore, hotel really needs rated better rooms better service friendlier staff 3 star hotel no way hotel deserves rated 5 star,  ",1
11916,"hotel zoo, great thing hotel amazing location, literally stone throw main ferries transportation area, chose hotel arriving 10a internationally small children early arrival lounge, hotel packed-a complete zoo, elevators ear-to-ear long lines talk desk etc..the early arrival lounge joke vinyl couch people jar mentos bathroom single toilet shower inside, emailed conceirge twice departure asking early check kids not swing, forced riffle bags lounge shower/change lose day sydney, actual rooms cramped nothing great adequate, buffet breakfast beautiful, stayed shangri la twice nice expensive little farther walk ferries, received invoice states extra charges appeared not easy retify,  ",2
11931,"just okay hotel nice okay price, got okay deal centralr okay deal not great deal, rooms nice microwave fridge stove, not particularly cleaned everyday not vacummed far tell, soap shampoo not repalced daily, actually little pitiful bar soap stay, housekeeping not exactly assiduous, require 50 key deposit not experience, desk staff overall not good helpful, girl pretty ball waited duty taxi booked ask questions, website says hae concierge person manning desk saw no concierge, location 20 minute walk harbour/operahouse/rocks, stayed ther 5 nights helpful girl finally gave map sydney told nearest train staion couple days, went street y hotel ask staff information use internet, stayed instead not booked, hotel stellar rooms nice,  ",2
11932,"booked hotel rydges web site billy elliot capital hotel door, room small 2 single bedsbathroom room person time window faced alley dark room tired hotel expected rydges group, want capital try metro opposite,  ",2
11933,"good location not sure stay booked hotel line asked non smoking room, entering room evident smoking room ashtray sitting tv, husband went reception complained smell quickly moved larger non smoking room, bathrooms small no water pressure shower, breakfast okay..the reception area small looks like needs revamp not impressive lots people checking gets cramped, stayed better hotels nearby price,  ",2
11935,"n't arrived romantic night boutique hotel, tired hotel rooms like jail cells, room bare bed old looking blanket, felt cold veyr dissapointing considering price, talked man reception told rooms web seen pictures, pay price night, pay 2 phone calls room fabulous storrier hotel corner, rude no attempt rectify situation, stay nor recommend stay,  ",1
11938,"avoid claustrophobic hotel reviewed fashionable attractive fashionistas groovy people whilst hotel staff friendly welcoming room standard room minute no window window blind opaque tiny bathroom, not count 2 3 star hotel fact expected purportedly 4 star establishment little space just bed small table no matter nattily pillows arranged mattress really clear, grooviness needed hotel need light air way claustrophobic standard room place needs reconsidered, checked checked 2 hours later forfeiting pre-paid account just not stay room tiny lie bed trying watch television suspended wall angle 85 degrees head, africa 5 times not scare easily hotel room bridge far, not handle small spaces avoid,  ",2
11942,"past sell date encouraged consider hotel web site overrated, staff certainly friendly helpfull decor rooms drab carpets dirty furnishings minimal, bathrooms good scrub mould sampled 3 rooms stays, floors absence lift hassle luggage, day arrived restaurant bars closed misfortune hotel no control runs, no idea re-open, atmosphere lacking dark dreary dead hotel n't recommend, location ok like near kings cross upside restaurants victoria st fairly good grainger walking distance, understand dropped prices,  ",2
11952,"ok hotel good location stayed hotel husband beginning 07 5 nights hotel quite average, majority money spent hotel foyer, foyer quite impressive grand, unfortunately unable say rooms, room need decorating looked tired, cleanliness room not great husband actually washed cabinet coffee making facilities sat dirty, main problem hotel walls incredibly woken people having conversations room watching tv, swimming pool area not appealing jacuzzi order stay, plus staff hotel not really not fault customer service skills, excellent location sightseeing just short walk main tourist attractions makes hotel convenient stay,  ",2
11958,"not bad not flash, got good deal hotel helpful lady international terminal sydney airport, cheaper motels suburbs, got train wynyard 5 min walk hotel followed signs hotel, arrival amazed reception area double check right hotel, lovely, checked no worries went lifts room 4th floor, problem lift wouldnt work, finding room letting swipe card bit disappointed room seeing reception area expecting 5 star room, money paid wasnt bad, room clean basic, tv reception average, room came ensuite mini bar, swimming pool sauna downstairs gym quite nice bar called sporters, overall impression menzies spends money downstairs rooms, room just view offices, following day 9am awoken jetlagged abrupt member staff burst room, looked bed shouted bar, proceeded check contents, think philippino, just walked, got free voucher breakfast following day, help buffet usual bacon sausage eggs pretty good, id pay dont think bothered maccas just round corner george st good place stay near bridge opera house, dont decieved reception deffo not 5 star place,  ",2
11963,"bed bugs stayed hotel conference 8 colleagues, night noticed bites thought mosquitoes, big ones, second night felt bite bed checked bed bug walking sheet, moved bed away wall saw 3 large ones living, dead ones ground, living time, midnight, rang downstairs asked change rooms said none available, asked spray room, 1.5hrs later nearly 2am, calls desk went downstairs got fly spray, morning apologised paid antihistamines swollen 10 bites obviously allergic bad reaction, changed room evening did not offer spray belongings.i not offered refund nights slept bug room spare rooms second night bitten not offered,  ",2
11965,"29/day internet access, outrageous citigate charges 55 cents minute broadband internet access maximum 29/day, shocking, business traveller want stay, certainly wo n't stay again.other unreasonable internet use charge hotel basic business-chain-buys-an-older-hotel-and-rebrands-it, rough edges overall reasonable place stay, somewhat characterless way business-style hotels,  ",2
11967,"ok walls, somewhat difficult locate, boutique funky edge appears loosing luster, desk staff double porters concierge appear quite ground, desk staff did not informed restaurants, request rollaway bed multiple times, air conditioning adequate muggy sydney weather, rooms ok want use hairdryer mirror time prove challenging, ate restaurant est just ok did not live hype, bars crowded loud friday evening, slept poorly active couple room honestly times felt room, street noise annoying, understand carpeted rooms quieter, not stay probably westin similar,  ",2
11974,"great room bad service noise.. arrived early monring long flight loved room.it lovely spacious great design, went bed wasso noise felt like bed standing middle busybar, neighbours kept slemming doors noisy thinkthis lasted 2 morning, breakfast morning served bararea smells like alcohol not best smell justwaking, night experienced loud music bar noise, wethan ordered wake woke half hour late weordered taxi arrived did not know room sothey did not ring send taxi away not hotel backto,  ",1
11991,"big bed tiny room soul-less ex japanese owned hotel view room great though.room noisy, ok heavy sleeper n't mind hearing people door shower run bath listen guests corridor, suppose..not close major public transport ok n't mind walking solely using limited expensive touristy monorail little luggage like using taxis, darling harbour staff wanting use insulting word impolite, term feels apt.despite pre-paying 100 non-refundable rate including taxes hotel website months arriving tried sting checked, told hotel rate needed pay difference careful, apparently according receptionist spoke happens lot, like good rate not hotel receptionists try wangle money just leaving, no mention course checked-in, discussion manager eventually advised not pay mistake, breakfast room actually lobby hotel chaotic really long queues over-priced, better choice relaxing eat nearby cafe, stay points hotel, maybe just unlucky n't stay, plenty places stay,  ",2
12004,"tired rooms poor service noisy refurbishment new husband stayed hotel recently honeymoon, stayed total 8 properties 3 week trip australia getting negative review.firstly plus points- fantastic location not better stunning views bridge opera house, concierge helpful friendly guy brought bags lovely able recommend good restaurants, me- thats it.the room tired furniture bit 80 clean just did not high quality finish look expecting hotel chain reputation, just not opinion 4* quality, thing really irritating lack mirror dressing/writing table, mirror applying make bathroom just like sit mirror time getting ready, guess not paid room not issue just felt not good value money, think did not help stayed shangri la hotel hong kong not rooms stunning absolutely gave special treatment, major gripe hotel definately form room refurbishments going floor, day arrived tired flights attemtped pre dinner nap 4.30pm loud banging drilling, called reception explained told work going finished 5pm, asked going continue stay told hours 9am 5pm, not really happy not warned refurbishment booked decided let lay figured probablly just grumpy long flight lack sleep, morning ring reception work clearly started 8am prettty fobbed told far concerned not supposed start 9am, nobody came relaised stage nobody interested, morning leaving drilling started 7.30am, not noise upset complete lack service went follow complaint.the hotel does need updating understand going feel aware booking going disturbed noise stay.another thing little annoying twice came turn service 6.30pm whilst getting ready evening, surely people time evening having showers,  ",1
12014,"big disappointment just come trip days ago, booked 2 rooms 4 nights seasons, bad experience started got car, no helped unload luggages looks like staffed just person driveway area doing, went reception area man desk just kept doing thing let stand awhile greeting busy told wait minute, did not interested conversation not understand desk, rooms old clean nothing spectacular, rooms foul odor insisted change room room got flooded bathroom think drain got clogged not happened day checked, not typical seasons hotel dont understand called seasons, admit assistant manager apologetic offered free dinner not getting free, just wanted stay good comfortable nice hotel enjoy vacation, suggestion try westin sydney,  ",2
12017,"not greatest hotel stayed nights central opera house circular quay rocks shopping, pool roof 3rd floor scared heights not best place cars zooming small pool, hotel doorman conceirge polite helpful, food expensive, rooms small glasses cups coffee dirty major turn, told not interested, expensive felt not getting moneys worth thought standards alot higher, not stay fact dirty dishes no concern attitude sensitive matter, beds comfortable bathroom stocked,  ",2
12021,"tired hotel close convention centre darling harbour like packers hotel, entrance foyer outdated corridors dark dingy, hotel rooms small price paid, room noisy bar fridge bar fridge, 3 tiny long life milk containers, got night turned sleep, hotel room smelled cigarettes asked non-smoking room.do n't stay breakfast cheaper better restaurants waterfront, queried price room hearing checkout getting cheaper rate, definitely not bother staying again.this hotel needs huge revamp immediately,  ",1
12024,"bad services no smiling n't trust anybody travell frecuenly worst experiencies hotels.first didn__t booking check booked web site, ad reception meaning recive best smile pleasant days ibis fact umpleseant argue reception manager said wasn__t check list finally course didn__t recive apologise that.after saw don__t usual baggage storage check flight afternoon ready baggage hole day pay small locker backpacker, large hotel company, room backpaker furnished no picture no table no nothing bealive just white walls bed.but worst experience check, ibis great business 50 credit card deposit 2 days check security case stole bed theare nothing room course wrote complaint month don__t answer ibis.last time ibis course,  ",1
12026,"checked hotel late night earlier left immediately 165 nice hotel room usually not, yha youth hostel larger better rooms stayed previously novatel, no facilities want access internet costs 50c minute, walk 5minutes check email supermarket 1.50 15 minutes, reception people just not interested check 10am hotels offer 12noon weekends, wanted stay 2 hours longer morning going cost 20,  ",1
12028,"great location mixed bag, exceptional views hyde park st marys harbour coupled tired decor noisy air conditioners cleanliness problems, disappointing dirty dishtowel cleaning equipment left room morning'sdubious unmade bed, plus location great walking distance attractions not far harbour, little staff interactions polite helpful,  ",2
12032,"rude disorganized staff arrived long flight husband 3 yr old toddler, initial receptionist pleasant checked problems order room number printed reservation slip desk, settling resting 2 hrs received shock lives tried open door apartment failed got desk, manager guy gull ask room room meant reserved said earlier staff checked new, old new staff not way treat guests not apology given mistake, recommend place,  ",1
12033,"place cold blooded rip, paid 4.5 star bedroom apartment nights 7/3/2008 visitor abroad accommodation looked nice privacy, beautiful photos rooms sites, got shock unlocked ugly dilapidated bedroom sleeps 4 apartment private sleeping arrangements.nobody decency inform downgrade apologize, desk insist accommodation not paid far advertising material pictures, thought not notice.the place overpriced old dump no maintenance falling apart greasy oven, worst thing behaved crazy insist getting paid not believe happening australia,  ",1
12035,"good location, oaks good location, 5 minute walk metro stop closer buses, price good, australia expensive, unfortunately attract hotel, room small tired, hotel seen better days look renovate, air conditioning room died addressed, told maintenance people n't work weekends, offer change rooms declined based previous reviews, did n't want stuck worse room, laundry facility nice desk did n't 2 coins change fit machines, corner local wine shop change needed, upside view roof pretty pool spa quite nice, oaks not bad hotel just needs cosmetic improvements better desk, place collapse sleep long days tourist, stay sydney spend time hotel room sleeping really missing fantastic city,  ",2
